VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-01,00:00:00,96.0,41.26,1.12,239.0,Sun
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-01,01:00:00,73.49999,37.52,1.24,242.18,Sun
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-01,02:00:00,38.0,36.62,0.57,247.32,Sun
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-01,03:00:00,37.24138,39.44,0.66,248.05,Sun
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-02,07:00:00,90.0,35.77,1.43,239.05,Mon
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-02,08:00:00,143.87755,35.79,2.22,218.28,Mon
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-02,09:00:00,220.64517,34.37,4.49,165.77,Mon
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-02,10:00:00,232.5,36.72,3.83,177.08,Mon
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-02,11:00:00,255.5,36.11,4.05,155.48,Mon
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-02,12:00:00,298.0,37.82,4.45,142.45,Mon
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-02,13:00:00,257.0,37.66,3.75,161.55,Mon
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-02,14:00:00,300.5,36.73,4.58,146.05,Mon
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-02,15:00:00,289.0,36.92,4.32,148.75,Mon
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-02,16:00:00,321.5,36.67,4.95,138.08,Mon
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-02,17:00:00,295.5,35.5,5.82,141.7,Mon
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-02,18:00:00,293.5,36.52,4.78,147.15,Mon
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-02,19:00:00,343.0,34.5,6.18,131.6,Mon
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-02,20:00:00,268.0,36.07,4.47,153.63,Mon
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-02,21:00:00,204.5,36.01,3.2,184.28,Mon
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-02,22:00:00,196.0,35.59,3.02,191.42,Mon
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-02,23:00:00,128.0,38.13,1.92,225.45,Mon
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-03,00:00:00,84.5,38.16,1.13,240.72,Tue
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-03,01:00:00,53.571426,39.39,0.98,244.76,Tue
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-03,02:00:00,34.5,34.33,0.88,247.62,Tue
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-03,03:00:00,17.586206,35.88,0.29,250.0,Tue
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-03,04:00:00,18.0,38.65,0.28,250.0,Tue
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-04,21:00:00,395.76926,35.68,7.27,96.8,Wed
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-04,22:00:00,321.0,37.24,4.92,140.95,Wed
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-04,23:00:00,234.5,36.69,3.62,174.62,Wed
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-05,00:00:00,131.02042,38.36,1.87,219.62,Thu
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-05,01:00:00,71.61291,37.27,1.0,235.63,Thu
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-05,02:00:00,48.0,36.96,0.72,244.38,Thu
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-05,03:00:00,32.58621,35.57,0.57,246.78,Thu
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-05,04:00:00,15.5,33.73,0.25,250.0,Thu
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-05,05:00:00,20.0,34.63,0.25,250.0,Thu
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-05,06:00:00,30.0,34.93,0.45,250.0,Thu
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-05,07:00:00,96.0,35.83,1.38,235.92,Thu
VSNRE00,瑞光路,瑞光路390號車道出口對面人行道上,1,南,2016-05-05,08:00:00,245.0,37.05,3.5,163.38,Thu
