,0
0,0.0118901189417
1,0.0341943465173
2,0.0968429669738
3,0.0968429669738
4,0.11545715481
5,0.111275114119
6,0.106109060347
7,0.129479289055
8,0.105207048357
9,0.116769164801
10,0.130873307586
11,0.123739235103
12,0.153669536114
13,0.215744152665
14,0.202952027321
15,0.152029514313
16,0.125297248363
17,0.0659286603332
18,0.0472324714065
19,0.0246002469212
20,0.0140221398324
21,0.00303403032012
22,0.00319803203456
23,0.00582205830142
24,0.0132841318846
25,0.0413284115493
26,0.107667073607
27,0.134809345007
28,0.103485025465
29,0.134809345007
30,0.1171791628
31,0.172939732671
32,0.102255024016
33,0.107011072338
34,0.136203348637
35,0.120049200952
36,0.136203348637
37,0.179171785712
38,0.223944246769
39,0.125871270895
40,0.144813448191
41,0.0962689593434
42,0.0477244779468
43,0.0245182458311
44,0.0109881097451
45,0.00516605144367
46,0.00410004099831
47,0.00524805253372
48,0.0280442796648
49,0.0339483395219
50,0.103239029646
51,0.115949161351
52,0.133005335927
53,0.14497743547
54,0.181221812963
55,0.155473574996
56,0.14423944056
57,0.14300942421
58,0.135957360268
59,0.158999592066
60,0.158425584435
61,0.211890116334
62,0.170069694519
63,0.129807293415
64,0.103567034006
65,0.134809345007
66,0.0572365745902
67,0.0401804000139
68,0.0323903225362
69,0.0147601477802
70,0.0089380890131
71,0.0157441571355
72,0.0150061491877
73,0.0353423506021
74,0.0589585900307
75,0.0913489162922
76,0.147929474711
77,0.195079952478
78,0.0364083647728
79,0.0294382944703
80,0.0842148438096
81,0.162689611316
82,0.183599829674
83,0.174005746841
84,0.118409194052
85,0.158835604787
86,0.109963096678
87,0.0974989756942
88,0.113817133009
89,0.109799094498
90,0.0677326768637
91,0.0441984385252
92,0.0257482565939
93,0.00828208308667
94,0.0172201730311
95,0.00705207046121
96,0.0253382530063
97,0.0435424372554
98,0.0539565384388
99,0.0481344796717
100,0.0159901604056
101,0.111685112119
102,0.0380483791232
103,0.0204182043672
104,0.128823295236
105,0.119229190052
106,0.192783921957
107,0.219270199537
108,0.128495290875
109,0.124395243824
110,0.140139400959
111,0.097908988595
112,0.0827388241887
113,0.0813448131084
114,0.0555145516992
115,0.017138171941
116,0.0159901604056
117,0.0139401396737
118,0.00787207856774
119,0.00623206235468
120,0.0121361212805
121,0.0435424335301
122,0.100041002035
123,0.112259112298
124,0.115129143
125,0.110783107579
126,0.0710947141051
127,0.0219762194902
128,0.111029110849
129,0.131283313036
130,0.14382943511
131,0.144485458732
132,0.163263633847
133,0.00508405081928
134,0.0782287791371
135,0.11455514282
136,0.108405083418
137,0.0706847086549
138,0.0447724498808
139,0.025912258774
140,0.0182041823864
141,0.0179581791162
142,0.00352603523061
143,0.00483804848045
144,0.017138171941
145,0.0339483395219
146,0.123739235103
147,0.099794998765
148,0.110373102129
